review_id,domain,entity_id,entity_name,review_text,sentiment_text,sentiment_label,rating,rating_original,review_date,source,raw_source_path,label_method,text_key
restaurant_16778,restaurant,https://www.yelp.com/biz/donut-bar-las-vegas,https://www.yelp.com/biz/donut-bar-las-vegas,I can see why this place is so popular it is definitely a place that you wanna come and bring a crowd the more donuts the better,I can see why this place is so popular it is definitely a place that you wanna come and bring a crowd the more donuts the better,positive,5,5,5/30/2018,yelp_restaurant_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",8912408377513356422
restaurant_8919,restaurant,https://www.yelp.com/biz/sprinkles-las-vegas-las-vegas,https://www.yelp.com/biz/sprinkles-las-vegas-las-vegas,"My son and I ordered a key lime and a chocolate marshmallow. Each were uniquely delicious. The lime was fresh and the chocolate was rich. The girls working were very organized, sweet and friendly. If I had anything to complain about, it would be the size of the store. Pretty crowded for the location.","My son and I ordered a key lime and a chocolate marshmallow. Each were uniquely delicious. The lime was fresh and the chocolate was rich. The girls working were very organized, sweet and friendly. If I had anything to complain about, it would be the size of the store. Pretty crowded for the location.",positive,4,4,6/17/2014,yelp_restaurant_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",18286616278540322702
restaurant_16527,restaurant,https://www.yelp.com/biz/donut-bar-las-vegas,https://www.yelp.com/biz/donut-bar-las-vegas,"Five stars for me based on the vegan options:) Everyone is always really nice, they have quite a variety of vegan and non vegan options. Definitely get there early.","Five stars for me based on the vegan options:) Everyone is always really nice, they have quite a variety of vegan and non vegan options. Definitely get there early.",positive,5,5,12/17/2020,yelp_restaurant_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",4534886627907518856
restaurant_13968,restaurant,https://www.yelp.com/biz/milk-bar-las-vegas-las-vegas-3,https://www.yelp.com/biz/milk-bar-las-vegas-las-vegas-3,"A trip to Las Vegas without a stop at Milk Bar at the Cosmopolitan is incomplete. I've always want to try award-winning pastry chef Christina Tosi's dessert place. Her creations are so fun, creative and delicious!! She is the creator of the highly addictive cereal milk ice cream, compost cookies and crack pie. The place is super popular and crazy busy day and night. I tried her signature Crack pie and the soft serve ice cream with crunch, which was on top and the bottom of the ice cream. I enjoyed the soft serve, but it was a little sweet for me (not that it stopped me from eating it all). The Crack pie, which has an pat crush with a gooey butter filling, appealed more to my palette as it was less sweet, but equally delicious. I would highly recommend checking out any or all of the sweet treats at Milk Bar. I'm already looking forward to going back in November.","A trip to Las Vegas without a stop at Milk Bar at the Cosmopolitan is incomplete. I've always want to try award-winning pastry chef Christina Tosi's dessert place. Her creations are so fun, creative and delicious!! She is the creator of the highly addictive cereal milk ice cream, compost cookies and crack pie. The place is super popular and crazy busy day and night. I tried her signature Crack pie and the soft serve ice cream with crunch, which was on top and the bottom of the ice cream. I enjoyed the soft serve, but it was a little sweet for me (not that it stopped me from eating it all). The Crack pie, which has an pat crush with a gooey butter filling, appealed more to my palette as it was less sweet, but equally delicious. I would highly recommend checking out any or all of the sweet treats at Milk Bar. I'm already looking forward to going back in November.",positive,5,5,1/28/2017,yelp_restaurant_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",2178011829068892790
restaurant_11218,restaurant,https://www.yelp.com/biz/jenis-splendid-ice-creams-charlotte-2,https://www.yelp.com/biz/jenis-splendid-ice-creams-charlotte-2,"Overpriced ice cream BUT WORTH EVERY FREAKIN PENNY. Beat the after brunch or after dinner lines and just go there FOR lunch or FOR dinner! Every flavor I've had has been absolutely delicious, and the people working here are always helpful and patient.","Overpriced ice cream BUT WORTH EVERY FREAKIN PENNY. Beat the after brunch or after dinner lines and just go there FOR lunch or FOR dinner! Every flavor I've had has been absolutely delicious, and the people working here are always helpful and patient.",positive,5,5,11/10/2018,yelp_restaurant_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",6799954999649632076
restaurant_9508,restaurant,https://www.yelp.com/biz/fatty-daddys-scottsdale-5,https://www.yelp.com/biz/fatty-daddys-scottsdale-5,"Just realized I never wrote a review for Fatty Daddy's and this place definitely deserves one! I went here a few months back for some desert on my birthday and it was wonderful! It is a little hard to find as it's facing an odd direction in a small shopping plaza but it is a hidden gem. When you first walk in it's quite small with a few tables to sit down at (along with some tables outside) and it's super cute with bright fun colors inside. The lady who was working there was very nice and let us sample as many of the flavors as we wanted as it was our first time there. They have a lot of interesting flavors so I suggest trying a few that catch your eye. My favorites that I tried were the Cinnamon Toast Crunch and the Nutella. I decided on a cookie cup and got those two flavors and a red velvet macaroon, along with the toasted marshmallow on top. I wish I had taken a picture because it looked so yummy, but you can probably already tell by all of the pictures that everyone else has took. Everything about my cookie cup was delicious! The ice cream was of course wonderful, as well as the macaroon, but my favorite was the marshmallow. It was perfectly toasted and was slightly crispy on the outside and so gooey on the inside! I will definitely be coming back here and I can say with no hesitation that this is one of my new favorite ice cream places!","Just realized I never wrote a review for Fatty Daddy's and this place definitely deserves one! I went here a few months back for some desert on my birthday and it was wonderful! It is a little hard to find as it's facing an odd direction in a small shopping plaza but it is a hidden gem. When you first walk in it's quite small with a few tables to sit down at (along with some tables outside) and it's super cute with bright fun colors inside. The lady who was working there was very nice and let us sample as many of the flavors as we wanted as it was our first time there. They have a lot of interesting flavors so I suggest trying a few that catch your eye. My favorites that I tried were the Cinnamon Toast Crunch and the Nutella. I decided on a cookie cup and got those two flavors and a red velvet macaroon, along with the toasted marshmallow on top. I wish I had taken a picture because it looked so yummy, but you can probably already tell by all of the pictures that everyone else has took. Everything about my cookie cup was delicious! The ice cream was of course wonderful, as well as the macaroon, but my favorite was the marshmallow. It was perfectly toasted and was slightly crispy on the outside and so gooey on the inside! I will definitely be coming back here and I can say with no hesitation that this is one of my new favorite ice cream places!",positive,5,5,2/22/2017,yelp_restaurant_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",8862320135966450168
restaurant_11637,restaurant,https://www.yelp.com/biz/mitchells-homemade-ice-cream-cleveland-cleveland-2,https://www.yelp.com/biz/mitchells-homemade-ice-cream-cleveland-cleveland-2,The best ice cream anywhere. Dairy and vegan included. The dairy ice cream is rich and creamy and has an incredible depth of flavor. The flavors are adventurous (strawberry jalapeno). The best thing? The vegan ice cream is the best vegan ice cream I've ever had. The vegan chocolate is insanely rich and chocolaty. My non-vegan friends were shocked to hear that they were eating such delicious vegan ice cream. The new Ohio City location is spacious and beautifully designed. I love that you can watch the ice cream being made.,The best ice cream anywhere. Dairy and vegan included. The dairy ice cream is rich and creamy and has an incredible depth of flavor. The flavors are adventurous (strawberry jalapeno). The best thing? The vegan ice cream is the best vegan ice cream I've ever had. The vegan chocolate is insanely rich and chocolaty. My non-vegan friends were shocked to hear that they were eating such delicious vegan ice cream. The new Ohio City location is spacious and beautifully designed. I love that you can watch the ice cream being made.,positive,5,5,8/23/2014,yelp_restaurant_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",8855165321667577394
restaurant_15193,restaurant,https://www.yelp.com/biz/churn-phoenix-3,https://www.yelp.com/biz/churn-phoenix-3,"Really good ice cream, super adorable/old school/nostalgic/fun/cute shop. Hi, I'm an ice cream snob. And as such, I'm required to know where to find the best ice cream. Churn is toward the top of my list in the Phoenix area so far, bc of their unique flavors that don't sound ridiculous/terrible AND they've got a decently creamy, buttery consistency (though I wish it were creamier and velvetier!). The shop itself literally makes me feel like a fat kid in a candy store, partly bc of all the retro vibes, and bc they also sell candy...and other goodies/novelty toys. For a tiny shop, you sure can spend a crap load of money here. My toddlers go nuts over this place. Employees (for the most part), are peppy and sweet and they genuinely seem happy to give out samples. The most memorable flavors I've had are: - butter pecan - chocolate - Vietnamese coffee - cookies and mint - carrot cake It's ALL been good and it tastes like they use high quality ingredients. On top of the classic cone options, they even have a fun pretzel cone that's pretty unique and yummy. There's a couple tables and chairs out front (and a shared dining area in the back with the neighboring restaurant). But beware: during their peak times (i.e. after dinner/Fri-Sat nights) the line can get pretty freaking long and limited seating can get ugly since the shop is small.","Really good ice cream, super adorable/old school/nostalgic/fun/cute shop. Hi, I'm an ice cream snob. And as such, I'm required to know where to find the best ice cream. Churn is toward the top of my list in the Phoenix area so far, bc of their unique flavors that don't sound ridiculous/terrible AND they've got a decently creamy, buttery consistency (though I wish it were creamier and velvetier!). The shop itself literally makes me feel like a fat kid in a candy store, partly bc of all the retro vibes, and bc they also sell candy...and other goodies/novelty toys. For a tiny shop, you sure can spend a crap load of money here. My toddlers go nuts over this place. Employees (for the most part), are peppy and sweet and they genuinely seem happy to give out samples. The most memorable flavors I've had are: - butter pecan - chocolate - Vietnamese coffee - cookies and mint - carrot cake It's ALL been good and it tastes like they use high quality ingredients. On top of the classic cone options, they even have a fun pretzel cone that's pretty unique and yummy. There's a couple tables and chairs out front (and a shared dining area in the back with the neighboring restaurant). But beware: during their peak times (i.e. after dinner/Fri-Sat nights) the line can get pretty freaking long and limited seating can get ugly since the shop is small.",positive,4,4,11/10/2018,yelp_restaurant_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",18389246457217299332
restaurant_17992,restaurant,https://www.yelp.com/biz/ninety-s-milkshake-bar-charlotte,https://www.yelp.com/biz/ninety-s-milkshake-bar-charlotte,"Delicious! $6 bought me a big chunk of birthday cake ice cream with chunks of cake in it, sitting between two huge macaron halves! Loved the flavors and textures, not to mention how photogenic it is! They offer donut ice cream sandwiches and brownie versions too. They had some food options and milkshakes. The staff was quick, friendly, and helpful. The interior could use some help, maybe some photos of product shots and some plants inside would be nice. I chose to sit outside because the grounds of this shopping center are very lovely. The bathrooms aren't the best so that's an area of improvement but overall a great experience! If your GPS gives you problems just park near the center and it's on the Boardwalk Billy's side of the pond near the bridge.","Delicious! $6 bought me a big chunk of birthday cake ice cream with chunks of cake in it, sitting between two huge macaron halves! Loved the flavors and textures, not to mention how photogenic it is! They offer donut ice cream sandwiches and brownie versions too. They had some food options and milkshakes. The staff was quick, friendly, and helpful. The interior could use some help, maybe some photos of product shots and some plants inside would be nice. I chose to sit outside because the grounds of this shopping center are very lovely. The bathrooms aren't the best so that's an area of improvement but overall a great experience! If your GPS gives you problems just park near the center and it's on the Boardwalk Billy's side of the pond near the bridge.",positive,5,5,4/19/2019,yelp_restaurant_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",11776190585543122609
restaurant_5998,restaurant,https://www.yelp.com/biz/bouchon-bakery-las-vegas-10,https://www.yelp.com/biz/bouchon-bakery-las-vegas-10,"I walked past this bakery several times and the macarons caught my eye! I definitely had to stop by before I left so I came and got the package of macarons, which were like $17.50 and consisted of 6 cookies. They were huge, compared to the ones I had before and run about $3.60 for one. I also got a red velvet cupcake, which was huge! Love the presentation of the frosting garnished with pieces of chocolate. It was about $3.50 for one and they put it in a cute little box. The macarons were good, they were soft and chewy and not too sweet. I absolutely LOVE the red velvet cupcake!!! BEST EVER!!! It's not too sweet at all, just about the right amount of sweetness, and the vanilla bean cream cheese frosting is fantastic!! It spreads all over the top of the cupcake and through the core as well. Totally worth it. Spent about $25, they didn't have much of a variety, but I'm satisfied with my purchase =)","I walked past this bakery several times and the macarons caught my eye! I definitely had to stop by before I left so I came and got the package of macarons, which were like $17.50 and consisted of 6 cookies. They were huge, compared to the ones I had before and run about $3.60 for one. I also got a red velvet cupcake, which was huge! Love the presentation of the frosting garnished with pieces of chocolate. It was about $3.50 for one and they put it in a cute little box. The macarons were good, they were soft and chewy and not too sweet. I absolutely LOVE the red velvet cupcake!!! BEST EVER!!! It's not too sweet at all, just about the right amount of sweetness, and the vanilla bean cream cheese frosting is fantastic!! It spreads all over the top of the cupcake and through the core as well. Totally worth it. Spent about $25, they didn't have much of a variety, but I'm satisfied with my purchase =)",positive,4,4,1/24/2012,yelp_restaurant_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",9225674621159971856
